"number","en_name","jp_name","skill_id","jp_skill_name","en_skill_text","leader_id","jp_leader_name","en_leader_text","jp_name_normalized","jp_skill_name_normalized","jp_leader_name_normalized"
"1082","Yellow Sky Fruit, Lemon Dragon","黄天の果実・レモンドラゴン","309","レモンシャワー","Recover 30% of max HP. Change Dark orbs to Heart orbs.","525","黄果の恵み","Light attribute cards HP x2, RCV x2.","黄天の果実ﾚﾓﾝﾄﾞﾗｺﾞﾝ","ﾚﾓﾝｼﾔﾜ-","黄果の恵み"
"1083","Grape Dragon","ぶどドラ","310","グレープシャワー","Recover 30% of max HP. Change Light orbs to Heart orbs.","511","紫果の力","Dark attribute cards HP x1.5, RCV x1.5.","ぶどﾄﾞﾗ","ｸﾞﾚ-ﾌﾟｼﾔﾜ-","紫果の力"
"1084","Purple Sky Fruit, Grape Dragon","紫天の果実・ぶどうドラゴン","310","グレープシャワー","Recover 30% of max HP. Change Light orbs to Heart orbs.","526","紫果の恵み","Dark attribute cards HP x2, RCV x2.","紫天の果実ぶどうﾄﾞﾗｺﾞﾝ","ｸﾞﾚ-ﾌﾟｼﾔﾜ-","紫果の恵み"
"1085","Red Dragon Fruit","レッドドラゴンフルーツ","265","継界召龍陣・火闇","Change all orbs to Fire & Dark orbs.","","","","ﾚﾂﾄﾞﾄﾞﾗｺﾞﾝﾌﾙ-ﾂ","継界召龍陣火闇",""
"1086","Blue Dragon Fruit","ブルードラゴンフルーツ","352","継界召龍陣・水闇","Change all orbs to Water & Dark orbs.","","","","ﾌﾞﾙ-ﾄﾞﾗｺﾞﾝﾌﾙ-ﾂ","継界召龍陣水闇",""
"1087","Green Dragon Fruit","グリーンドラゴンフルーツ","266","継界召龍陣・木闇","Change all orbs to Wood & Dark orbs.","","","","ｸﾞﾘ-ﾝﾄﾞﾗｺﾞﾝﾌﾙ-ﾂ","継界召龍陣木闇",""
"1088","Blue Dragon Caller, Sonia","青龍喚士・ソニア","352","継界召龍陣・水闇","Change all orbs to Water & Dark orbs.","512","晶龍族の血統","Physical & Dragon type cards ATK x2.5, RCV x2.5.","青龍喚士ｿﾆｱ","継界召龍陣水闇","晶龍族の血統"
"1089","Endless Blue Dragon Caller, Sonia","永劫の青龍喚士・ソニア","352","継界召龍陣・水闇","Change all orbs to Water & Dark orbs.","512","晶龍族の血統","Physical & Dragon type cards ATK x2.5, RCV x2.5.","永劫の青龍喚士ｿﾆｱ","継界召龍陣水闇","晶龍族の血統"
"109","Dark Dragon Knight","ダークドラゴンナイト","21","ドロップ変化・闇","Change Light orbs to Dark orbs.","25","闇の守り","30% Dark damage reduction.","ﾀﾞ-ｸﾄﾞﾗｺﾞﾝﾅｲﾄ","ﾄﾞﾛﾂﾌﾟ変化闇","闇の守り"
"1090","Hurricane Volcano Dragon","ハリケーンボルケーノドラゴン","93","マグマボール","Deal 20000 Fire damage to all enemies. Affected by enemy element and defense. Change Dark orbs to Fire orbs.","571","火龍の守護","55% Fire damage reduction.","ﾊﾘｹ-ﾝﾎﾞﾙｹ-ﾉﾄﾞﾗｺﾞﾝ","ﾏｸﾞﾏﾎﾞ-ﾙ","火龍の守護"
"1091","Blast Aurora Dragon","ブラストオーロラドラゴン","70","ブリザードボール","Deal 20000 Water damage to all enemies. Affected by enemy element and defense. Change Light orbs to Water orbs.","577","水龍の守護","55% Water damage reduction.","ﾌﾞﾗｽﾄｵ-ﾛﾗﾄﾞﾗｺﾞﾝ","ﾌﾞﾘｻﾞ-ﾄﾞﾎﾞ-ﾙ","水龍の守護"
"1092","Generate Earth Dragon","ジェネレイトアースドラゴン","95","ガイアボール","Deal 20000 Wood damage to all enemies. Affected by enemy element and defense. Change Dark orbs to Wood orbs.","513","地龍の守護","55% Wood damage reduction.","ｼﾞｴﾈﾚｲﾄｱ-ｽﾄﾞﾗｺﾞﾝ","ｶﾞｲｱﾎﾞ-ﾙ","地龍の守護"
"1093","Tornado Holy Dragon","トルネードホーリードラゴン","96","ホーリーボール","Deal 20000 Light damage to all enemies. Affected by enemy element and defense. Change Water orbs to Light orbs.","23","聖樹の防壁","50% Light & Wood damage reduction.","ﾄﾙﾈ-ﾄﾞﾎ-ﾘ-ﾄﾞﾗｺﾞﾝ","ﾎ-ﾘ-ﾎﾞ-ﾙ","聖樹の防壁"
"1094","Cyclone Devil Dragon","サイクロンデビルドラゴン","91","ヘルボール","Deal 20000 Dark damage to all enemies. Affected by enemy element and defense. Change Water orbs to Dark orbs.","85","呪花の防壁","50% Wood & Dark damage reduction.","ｻｲｸﾛﾝﾃﾞﾋﾞﾙﾄﾞﾗｺﾞﾝ","ﾍﾙﾎﾞ-ﾙ","呪花の防壁"
"1095","Water Twin Star Leviathan","水天双極星・リヴァイアサン","6","ブリザードブレス","Inflict Water damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Water attribute ATK x1.5 for 2 turns.","514","双水の螺旋","ATK x2.5 when simultaneously clearing 5 connected Water orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.","水天双極星ﾘｳﾞｱｲｱｻﾝ","ﾌﾞﾘｻﾞ-ﾄﾞﾌﾞﾚｽ","双水の螺旋"
"1096","Wind Twin Star Fafnir","風天双極星・ファフニール","8","ガイアブレス","Inflict Wood damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Wood attribute ATK x1.5 for 2 turns.","515","双風の螺旋","ATK x2.5 when simultaneously clearing 5 connected Wood orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.","風天双極星ﾌｱﾌﾆ-ﾙ","ｶﾞｲｱﾌﾞﾚｽ","双風の螺旋"
"1097","Heracles","ヘラクレス","532","苦難の超克","Inflict Wood damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense. God type cards ATK x1.5 for 4 turns.","570","ギガンティックフォース","Physical type cards ATK x4 when HP is less than 50%.","ﾍﾗｸﾚｽ","苦難の超克","ｷﾞｶﾞﾝﾃｲﾂｸﾌｵ-ｽ"
"1098","Champion of Olympus, Heracles","試練の剛神・ヘラクレス","532","苦難の超克","Inflict Wood damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense. God type cards ATK x1.5 for 4 turns.","570","ギガンティックフォース","Physical type cards ATK x4 when HP is less than 50%.","試練の剛神ﾍﾗｸﾚｽ","苦難の超克","ｷﾞｶﾞﾝﾃｲﾂｸﾌｵ-ｽ"
"1099","Crimson Lotus Mistress, Echidna","紅蓮華の女傑・エキドナ","18","威嚇","Delay 3 turns to all enemies.","569","フラムルージュ","Deal ATK x5 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.","紅蓮華の女傑ｴｷﾄﾞﾅ","威嚇","ﾌﾗﾑﾙ-ｼﾞﾕ"
"11","Brachys","ブラキオス","8","ガイアブレス","Inflict Wood damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Wood attribute ATK x1.5 for 2 turns.","7","木の力","Wood attribute cards ATK x1.5.","ﾌﾞﾗｷｵｽ","ｶﾞｲｱﾌﾞﾚｽ","木の力"
"110","Vampire","ヴァンパイア","28","攻撃態勢・闇","Change Heart orbs to Dark orbs.","","","","ｳﾞｱﾝﾊﾟｲｱ","攻撃態勢闇",""
"1100","Sea God's Songstress, Siren","綿津見の歌姫・セイレーン","33","防御態勢・水","Change Fire orbs to Heart orbs.","592","エターナルソング","Heal RCV x4 as HP after every orbs elimination.","綿津見の歌姫ｾｲﾚ-ﾝ","防御態勢水","ｴﾀ-ﾅﾙｿﾝｸﾞ"
"1101","World Tree Sprite, Alraune","世界樹の精霊・アルラウネ","25","キュアー","Recover RCV x10 HP. Bind recovery for 3 turns. All attribute cards RCV x1.5 for 7 turns.","527","憩いの唄","Heal RCV x4 as HP after every orbs elimination.","世界樹の精霊ｱﾙﾗｳﾈ","ｷﾕｱ-","憩いの唄"
"1102","Creation Tree Spirit, Alraune","神創樹の聖霊・アルラウネ","25","キュアー","Recover RCV x10 HP. Bind recovery for 3 turns. All attribute cards RCV x1.5 for 7 turns.","528","元気のおまじない","Balanced type cards HP x2, ATK x2.","神創樹の聖霊ｱﾙﾗｳﾈ","ｷﾕｱ-","元気のおまじない"
"1103","Heavenly Herald, Archangel","天上界の使徒・エンジェル","17","ヒール","Recover RCV x5 HP. Bind recovery for 2 turns. All attribute cards RCV x1.5 for 3 turns.","76","神の奇跡","Heal RCV x5 as HP after every orbs elimination.","天上界の使徒ｴﾝｼﾞｴﾙ","ﾋ-ﾙ","神の奇跡"
"1104","Sanctuary Guardian, Archangel","聖天地の守神・エンジェル","17","ヒール","Recover RCV x5 HP. Bind recovery for 2 turns. All attribute cards RCV x1.5 for 3 turns.","517","暁光の御手","Healer type cards HP x2, ATK x2.","聖天地の守神ｴﾝｼﾞｴﾙ","ﾋ-ﾙ","暁光の御手"
"1105","Moonbeam Fang Witch, Lilith","月光牙の魔女・リリス","42","毒の霧","Devil type cards ATK x1.5 for 1 turn. Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense.","593","ルナティックレクイエム","Attacker type cards ATK x3.","月光牙の魔女ﾘﾘｽ","毒の霧","ﾙﾅﾃｲﾂｸﾚｸｲｴﾑ"
"1106","Pitch Black Night Princess, Lilith","漆黒夜の魔姫・リリス","42","毒の霧","Devil type cards ATK x1.5 for 1 turn. Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense.","594","テンプテーションアイ","Increases time limit of orb movement by 5 seconds.","漆黒夜の魔姫ﾘﾘｽ","毒の霧","ﾃﾝﾌﾟﾃ-ｼﾖﾝｱｲ"
"1107","Phantom God, Odin","幻神・オーディン","479","滅槍グングニール","Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Inflict Poison damage equal to ATK x10 to all enemies every turn. Ignore enemy element and defense.","245","ルーン・オブ・フェイト","God type cards ATK x2.5.","幻神ｵ-ﾃﾞｲﾝ","滅槍ｸﾞﾝｸﾞﾆ-ﾙ","ﾙ-ﾝｵﾌﾞﾌｴｲﾄ"
"1108","Awoken Phantom God, Odin","覚醒幻神・オーディン","479","滅槍グングニール","Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Inflict Poison damage equal to ATK x10 to all enemies every turn. Ignore enemy element and defense.","520","ソング・オブ・ヴァルハラ","Fire attribute & God type cards HP x1.5, ATK x2.5.","覚醒幻神ｵ-ﾃﾞｲﾝ","滅槍ｸﾞﾝｸﾞﾆ-ﾙ","ｿﾝｸﾞｵﾌﾞｳﾞｱﾙﾊﾗ"
"1109","Flame Twin Star Ifrit","炎天双極星・イフリート","3","マグマブレス","Inflict Fire damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Fire attribute ATK x1.5 for 2 turns.","568","双炎の螺旋","ATK x2.5 when simultaneously clearing 5 connected Fire orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.","炎天双極星ｲﾌﾘ-ﾄ","ﾏｸﾞﾏﾌﾞﾚｽ","双炎の螺旋"
"111","Vampire Lord","ヴァンパイアロード","28","攻撃態勢・闇","Change Heart orbs to Dark orbs.","32","暗黒の力","Dark attribute cards ATK x2.","ｳﾞｱﾝﾊﾟｲｱﾛ-ﾄﾞ","攻撃態勢闇","暗黒の力"
"1110","Light Twin Star Divinegon","光天双極星・神龍","10","ホーリーブレス","Inflict Light damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Light attribute ATK x1.5 for 2 turns.","567","双光の螺旋","ATK x2.5 when simultaneously clearing 5 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.","光天双極星神龍","ﾎ-ﾘ-ﾌﾞﾚｽ","双光の螺旋"
"1111","Dark Twin Star Tiamat","闇天双極星・ティアマット","50","ヘルブレス","Inflict Dark damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Dark attribute ATK x1.5 for 2 turns.","572","双闇の螺旋","ATK x2.5 when simultaneously clearing 5 connected Dark orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.","闇天双極星ﾃｲｱﾏﾂﾄ","ﾍﾙﾌﾞﾚｽ","双闇の螺旋"
"1112","Karmic Destroyer, Shiva","宿業の破壊神・シヴァ","72","第三の目","Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep. Enhance Fire orbs. +6% per orb, up to +180% for full board.","559","爆炎神の瞑想","Fire attribute & Physical type cards HP x1.5, ATK x1.5, RCV x1.5.","宿業の破壊神ｼｳﾞｱ","第三の目","爆炎神の瞑想"
"1113","Demolishing Creator, Shiva","破戒の創造神・シヴァ","72","第三の目","Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep. Enhance Fire orbs. +6% per orb, up to +180% for full board.","560","爆滅神の衝動","Fire attribute cards ATK x3.","破戒の創造神ｼｳﾞｱ","第三の目","爆滅神の衝動"
"1114","Heavenly Fortune Goddess, Lakshmi","招福の天女神・ラクシュミー","92","吸魔の光","Inflict damage equal to ATK x50 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense. Enhance Water orbs. +6% per orb, up to +180% for full board.","561","幸運神の恩寵","Water attribute & Healer type cards HP x1.5, ATK x1.5, RCV x1.5.","招福の天女神ﾗｸｼﾕﾐ-","吸魔の光","幸運神の恩寵"
"1115","Purple Lotus Chanter, Lakshmi","紫蓮の吟女神・ラクシュミー","92","吸魔の光","Inflict damage equal to ATK x50 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense. Enhance Water orbs. +6% per orb, up to +180% for full board.","562","水天神の秘曲","Water attribute cards ATK x3.","紫蓮の吟女神ﾗｸｼﾕﾐ-","吸魔の光","水天神の秘曲"
"1116","White Hot Dancing Goddess, Parvati","白火の舞女神・パールヴァティー","73","防御態勢・木","Change Water orbs to Heart orbs.","563","聖獣神の激励","Wood attribute & Balanced type cards HP x1.5, ATK x1.5, RCV x1.5.","白火の舞女神ﾊﾟ-ﾙｳﾞｱﾃｲ-","防御態勢木","聖獣神の激励"
"1117","Jade Oracle, Parvati","翠金の仙女神・パールヴァティー","73","防御態勢・木","Change Water orbs to Heart orbs.","564","麗山神の祈祷","Wood attribute cards ATK x3.","翠金の仙女神ﾊﾟ-ﾙｳﾞｱﾃｲ-","防御態勢木","麗山神の祈祷"
"1118","Sandalphon","サンダルフォン","561","裁きの瞑奏","35% damage reduction for 2 turns. Healer type cards ATK x2 for 2 turns.","624","アイズ・オブ・ヘブン","Healer type cards HP x1.5, ATK x2.5.","ｻﾝﾀﾞﾙﾌｵﾝ","裁きの瞑奏","ｱｲｽﾞｵﾌﾞﾍﾌﾞﾝ"
"1119","Awoken Sandalphon","覚醒サンダルフォン","561","裁きの瞑奏","35% damage reduction for 2 turns. Healer type cards ATK x2 for 2 turns.","624","アイズ・オブ・ヘブン","Healer type cards HP x1.5, ATK x2.5.","覚醒ｻﾝﾀﾞﾙﾌｵﾝ","裁きの瞑奏","ｱｲｽﾞｵﾌﾞﾍﾌﾞﾝ"
"112","Salamander","サラマンダー","52","ファイアブレス","Inflict Fire damage equal to ATK x5 to all enemies. Affected by enemy element and defense.","2","火の力","Fire attribute cards ATK x1.5.","ｻﾗﾏﾝﾀﾞ-","ﾌｱｲｱﾌﾞﾚｽ","火の力"
"1120","Berserker Z","バーサーカーＺ","482","ウルトラヒートアップ","Change Heart & Wood orbs to Fire orbs.","529","バーサークソウル","Devil type cards HP x1.5, ATK x1.5, RCV x1.5.","ﾊﾞ-ｻ-ｶ-Z","ｳﾙﾄﾗﾋ-ﾄｱﾂﾌﾟ","ﾊﾞ-ｻ-ｸｿｳﾙ"
"1121","Blazing Hammer Brute, Prometheus","炎鎚の蛮勇・プロメテウス","482","ウルトラヒートアップ","Change Heart & Wood orbs to Fire orbs.","529","バーサークソウル","Devil type cards HP x1.5, ATK x1.5, RCV x1.5.","炎鎚の蛮勇ﾌﾟﾛﾒﾃｳｽ","ｳﾙﾄﾗﾋ-ﾄｱﾂﾌﾟ","ﾊﾞ-ｻ-ｸｿｳﾙ"
"1122","Ur-Chimera","ウル・キマイラ","483","エールヒール","Water attribute ATK x1.5 for 2 turns. Recover 25% of max HP.","530","フュージョンソウル","Healer type cards HP x1.5, ATK x1.5, RCV x1.5.","ｳﾙｷﾏｲﾗ","ｴ-ﾙﾋ-ﾙ","ﾌﾕ-ｼﾞﾖﾝｿｳﾙ"
"1123","Guivre Chimera","ギーブル・キマイラ","483","エールヒール","Water attribute ATK x1.5 for 2 turns. Recover 25% of max HP.","530","フュージョンソウル","Healer type cards HP x1.5, ATK x1.5, RCV x1.5.","ｷﾞ-ﾌﾞﾙｷﾏｲﾗ","ｴ-ﾙﾋ-ﾙ","ﾌﾕ-ｼﾞﾖﾝｿｳﾙ"
"1124","GrimRock","グリムロック","484","ロックシールド","50% damage reduction for 1 turn.","531","ワイルドソウル","Physical type cards HP x1.5, ATK x1.5, RCV x1.5.","ｸﾞﾘﾑﾛﾂｸ","ﾛﾂｸｼ-ﾙﾄﾞ","ﾜｲﾙﾄﾞｿｳﾙ"
"1125","GrimCrystal","グリムクリストル","484","ロックシールド","50% damage reduction for 1 turn.","531","ワイルドソウル","Physical type cards HP x1.5, ATK x1.5, RCV x1.5.","ｸﾞﾘﾑｸﾘｽﾄﾙ","ﾛﾂｸｼ-ﾙﾄﾞ","ﾜｲﾙﾄﾞｿｳﾙ"
"1126","Radious","ラディウス","485","ヒールバリア","Avoid all Dark  damage for 2 turns. Recover 25% of max HP.","532","フィフスカインド","ATK x2.5 at 4 combos. ATK x0.5 for each additional combo, up to ATK x3 at 5 combos.","ﾗﾃﾞｲｳｽ","ﾋ-ﾙﾊﾞﾘｱ","ﾌｲﾌｽｶｲﾝﾄﾞ"
"1127","Angelious","アンジェリウス","485","ヒールバリア","Avoid all Dark  damage for 2 turns. Recover 25% of max HP.","533","シックスカインド","ATK x2.5 at 4 combos. ATK x0.5 for each additional combo, up to ATK x3.5 at 6 combos.","ｱﾝｼﾞｴﾘｳｽ","ﾋ-ﾙﾊﾞﾘｱ","ｼﾂｸｽｶｲﾝﾄﾞ"
"1128","Dragon Samurai","ドラゴン・サムライ","486","バーサーク","Change Heart orbs to Poison orbs. Dragon type cards ATK x2 for 1 turn.","534","サムライソウル","Dragon type cards ATK x2.5.","ﾄﾞﾗｺﾞﾝｻﾑﾗｲ","ﾊﾞ-ｻ-ｸ","ｻﾑﾗｲｿｳﾙ"
